1,google.com
2,youtube.com
3,facebook.com
4,baidu.com
5,yahoo.com
6,amazon.com
7,wikipedia.org
8,qq.com
9,google.co.in
10,twitter.com
11,live.com
12,taobao.com
13,google.co.jp
14,weibo.fr
15,bing.com
16,instagram.com
17,vk.com
18,sina.com.cn
19,yahoo.co.jp
20,msn.com
